road,id,model_type,name,lat,lon,length,chainage,condition
N2,202254,link,link 1130,24.53139873248235,91.59694999507035,179.0,174.6635,
N2,202255,bridge,bridge 1120,24.532090356338,91.5973920746478,3.2,174.753,A
N2,202256,link,link 1131,24.53261583591545,91.59772795633795,136.0,174.821,
N2,202257,bridge,bridge 1121,24.5331413154929,91.5980638380281,1.5,174.889,A
N2,202258,link,link 1132,24.5335220544131,91.5983212556807,100.0,174.93900000000002,
N2,202259,bridge,bridge 1122,24.5339027933333,91.5985786733333,5.2,174.989,A
N2,202260,link,link 1133,24.534419989848452,91.59896627075754,139.0,175.05849999999998,
N2,202261,bridge,bridge 1123,24.5349371863636,91.5993538681818,2.0,175.128,A
N2,202262,link,link 1134,24.535703181029,91.60011760874364,219.0,175.2375,
N2,202263,bridge,bridge 1124,24.5364691756944,91.6008813493055,1.5,175.347,A
N2,202264,link,link 1135,24.537007835107453,91.60140567602261,164.0,175.429,
N2,202265,bridge,bridge 1125,24.5375464945205,91.6019300027397,1.5,175.511,A
N2,202266,link,link 1136,24.53825734936865,91.60261027124935,213.0,175.6175,
N2,202267,bridge,bridge 1126,24.5389682042168,91.603290539759,1.5,175.724,A
N2,202268,link,link 1137,24.53944411051745,91.60368058215221,134.0,175.791,
N2,202269,bridge,bridge 1127,24.5399200168181,91.6040706245454,6.4,175.858,A
N2,202270,link,link 1138,24.54062215909085,91.6042487727272,166.0,175.941,
N2,202271,bridge,bridge 1128,24.5413243013636,91.604426920909,7.0,176.024,A
N2,202272,link,link 1139,24.54304532646305,91.6047327635795,387.0,176.2175,
N2,202273,bridge,bridge 1129,24.5447663515625,91.60503860625,43.65,176.411,C
N2,202274,link,link 1140,24.546582385709,91.60528621034521,407.0,176.61450000000002,
N2,202275,bridge,bridge 1130,24.5483984198555,91.6055338144404,140.0,176.818,A
N2,202276,link,link 1141,24.5511050765944,91.6053332683313,612.0,177.12400000000002,
N2,202277,bridge,bridge 1131,24.5538117333333,91.6051327222222,1.5,177.43,A
N2,202278,link,link 1142,24.5550665100401,91.60468384605085,259.0,177.5595,
N2,202279,bridge,bridge 1132,24.5563212867469,91.6042349698795,1.5,177.689,A
N2,202280,link,link 1143,24.5581124744545,91.60378082302324,455.0,177.91649999999998,
N2,202281,bridge,bridge 1133,24.5599036621621,91.603326676167,2.0,178.144,A
N2,202282,link,link 1144,24.56156352044275,91.60304321201966,382.0,178.335,
N2,202283,bridge,bridge 1134,24.5632233787234,91.6027597478723,22.0,178.526,A
N2,202284,link,link 1145,24.566256117833902,91.60280714199169,518.0,178.78500000000003,
N2,202285,bridge,bridge 1135,24.5692888569444,91.6028545361111,14.0,179.044,B
N2,202286,link,link 1146,24.5719366063751,91.6020849178822,587.0,179.3375,
N2,202287,bridge,bridge 1136,24.5745843558058,91.6013152996533,2.0,179.631,A
N2,202288,link,link 1147,24.5770471713742,91.599825206833,634.0,179.94799999999998,
N2,202289,bridge,bridge 1137,24.5795099869426,91.5983351140127,35.25,180.265,A
N2,202290,link,link 1148,24.58059652808665,91.5984654762371,262.0,180.396,
N2,202291,bridge,bridge 1138,24.5816830692307,91.5985958384615,3.0,180.527,A
N2,202292,link,link 1149,24.58267660045895,91.59893675153526,235.0,180.6445,
N2,202293,bridge,bridge 1139,24.5836701316872,91.599277664609,34.95,180.762,A
N2,202294,link,link 1150,24.5855617974014,91.59991690781737,320.0,180.922,
N2,202295,bridge,bridge 1140,24.5874534631156,91.60055615102576,4.015000000000001,181.082,A
N2,202296,link,link 1151,24.58943641437715,91.60108040612957,623.0,181.39350000000002,
N2,202297,bridge,bridge 1141,24.5914193656387,91.6016046612334,2.0,181.705,A
N2,202298,link,link 1152,24.59279899177205,91.60251382994099,368.0,181.889,
N2,202299,bridge,bridge 1142,24.5941786179054,91.6034229986486,1.5,182.073,A
N2,202300,link,link 1153,24.59488574302675,91.6051240426576,407.0,182.2765,
N2,202301,bridge,bridge 1143,24.5955928681481,91.6068250866666,1.5,182.48,A
N2,202302,link,link 1154,24.5958006069907,91.6082099954166,288.0,182.624,
N2,202303,bridge,bridge 1144,24.5960083458333,91.6095949041666,6.2,182.768,A
N2,202304,link,link 1155,24.5979471892302,91.61216523121465,713.0,183.1245,
N2,202305,bridge,bridge 1145,24.5998860326271,91.6147355582627,73.0,183.481,A
N2,202306,link,link 1156,24.60137540997135,91.61565411084226,402.0,183.68200000000002,
N2,202307,bridge,bridge 1146,24.6028647873156,91.6165726634218,3.0,183.883,A
N2,202308,link,link 1157,24.60331095250735,91.6170038374631,121.0,183.9435,
N2,202309,bridge,bridge 1147,24.6037571176991,91.6174350115044,3.0,184.004,A
N2,202310,link,link 1158,24.60500985448445,91.618903447022,400.0,184.204,
N2,202311,bridge,bridge 1148,24.6062625912698,91.6203718825396,7.2,184.404,B
N2,202312,link,link 1159,24.608010452471802,91.62285749217585,636.0,184.72199999999998,
N2,202313,bridge,bridge 1149,24.6097583136738,91.6253431018121,2.0,185.04,A
N2,202314,link,link 1160,24.61012761239245,91.62588056572085,138.0,185.10899999999998,
N2,202315,bridge,bridge 1150,24.6104969111111,91.6264180296296,7.2,185.178,A
N2,202316,link,link 1161,24.61103961661545,91.62728798255671,218.0,185.28699999999998,
N2,202317,bridge,bridge 1151,24.6115823221198,91.6281579354838,4.0,185.396,A
N2,202318,link,link 1162,24.61251564122515,91.63072900217715,585.0,185.68849999999998,
N2,202319,bridge,bridge 1152,24.6134489603305,91.6333000688705,60.4,185.981,B
N2,202320,link,link 1163,24.61320455033765,91.638062796849,978.0,186.47,
N2,202321,bridge,bridge 1153,24.6129601403448,91.6428255248275,15.0,186.959,A
N2,202322,link,link 1164,24.613517358194002,91.64644436280011,756.0,187.337,
N2,202323,bridge,bridge 1154,24.6140745760432,91.6500632007727,9.3,187.715,A
N2,202324,link,link 1165,24.615317869759153,91.65440793017356,925.0,188.1775,
N2,202325,bridge,bridge 1155,24.6165611634751,91.6587526595744,30.0,188.64,B
N2,202326,link,link 1166,24.619932010276848,91.66405150540515,1344.0,189.312,
N2,202327,bridge,bridge 1156,24.6233028570786,91.6693503512359,16.725,189.984,A
N2,202328,link,link 1167,24.6240524366275,91.67111457120615,400.0,190.184,
N2,202329,bridge,bridge 1157,24.6248020161764,91.6728787911764,4.0,190.384,A
N2,202330,link,link 1168,24.62683506752215,91.6756575990473,806.0,190.78699999999998,
N2,202331,bridge,bridge 1158,24.6288681188679,91.6784364069182,282.35,191.19,D
N2,202332,link,link 1169,24.6351954298658,91.68440759421215,1902.0,192.14100000000002,
N2,202333,bridge,bridge 1159,24.6415227408637,91.6903787815061,160.27499999999998,193.092,D
N2,202334,link,link 1170,24.64496529088385,91.694071723774,1081.0,193.6325,
N2,202335,bridge,bridge 1160,24.648407840904,91.6977646660419,25.45,194.173,A
N2,202336,link,link 1171,24.652521612952,91.70245577364595,1343.0,194.84449999999998,
N2,202337,bridge,bridge 1161,24.656635385,91.70714688125,2.0,195.516,A
N2,202338,link,link 1172,24.659707751822,91.7092463393538,817.0,195.9245,
N2,202339,bridge,bridge 1162,24.662780118644,91.7113457974576,62.85,196.333,C
N2,202340,link,link 1173,24.6667205435937,91.71321474114005,951.0,196.80849999999998,
N2,202341,bridge,bridge 1163,24.6706609685434,91.7150836848225,22.0,197.284,A
N2,202342,link,link 1174,24.673941748887053,91.7178710260376,931.0,197.7495,
N2,202343,bridge,bridge 1164,24.6772225292307,91.7206583672527,3.0,198.215,A
N2,202344,link,link 1175,24.6783863267734,91.7216087261795,343.0,198.3865,
N2,202345,bridge,bridge 1165,24.6795501243161,91.7225590851063,24.7,198.558,A
N2,202346,link,link 1176,24.68087620948245,91.72308224656649,325.0,198.72050000000002,
N2,202347,bridge,bridge 1166,24.6822022946488,91.7236054080267,3.0,198.883,A
N2,202348,link,link 1177,24.68407624617495,91.72393998734665,405.0,199.08550000000002,
N2,202349,bridge,bridge 1167,24.6859501977011,91.7242745666666,24.5,199.288,A
N2,202350,link,link 1178,24.68711191537945,91.72444819325065,267.0,199.4215,
N2,202351,bridge,bridge 1168,24.6882736330578,91.7246218198347,3.0,199.555,A
N2,202352,link,link 1179,24.690924516528902,91.7252259917355,607.0,199.8585,
N2,202353,bridge,bridge 1169,24.6935754,91.7258301636363,2.5,200.162,A
N2,202354,link,link 1180,24.69515628704375,91.7263649801758,369.0,200.3465,
N2,202355,bridge,bridge 1170,24.6967371740875,91.7268997967153,2.0,200.531,A
N2,202356,link,link 1181,24.6997642925157,91.7282287147051,730.0,200.89600000000002,
N2,202357,bridge,bridge 1171,24.7027914109439,91.7295576326949,3.0,201.261,A
N2,202358,link,link 1182,24.706246914043348,91.73379705396646,1151.0,201.8365,
N2,202359,bridge,bridge 1172,24.7097024171428,91.738036475238,8.2,202.412,A
N2,202360,link,link 1183,24.71623089540065,91.7454663595702,2122.0,203.473,
N2,202361,bridge,bridge 1173,24.7227593736585,91.7528962439024,3.0,204.534,A
N2,202362,link,link 1184,24.725640112691302,91.7572137650546,1084.0,205.076,
N2,202363,bridge,bridge 1174,24.7285208517241,91.7615312862068,7.2,205.618,A
N2,202364,link,link 1185,24.73042734977505,91.7642882474512,706.0,205.971,
N2,202365,bridge,bridge 1175,24.732333847826,91.7670452086956,2.0,206.324,A
N2,202366,link,link 1186,24.73371730814175,91.7686770202923,454.0,206.551,
N2,202367,bridge,bridge 1176,24.7351007684575,91.770308831889,6.25,206.778,A
N2,202368,link,link 1187,24.73950734422875,91.77364219165875,1245.0,207.4005,
N2,202369,bridge,bridge 1177,24.74391392,91.7769755514285,2.0,208.023,A
N2,202370,link,link 1188,24.750350833406024,91.77981973967083,1069.0,208.5575,
N2,202371,bridge,bridge 1178,24.75678774681205,91.78266392791315,1.75,209.092,A
N2,202372,link,link 1189,24.761739030839628,91.78293404811583,1604.0,209.894,
N2,202373,bridge,bridge 1179,24.7666903148672,91.7832041683185,1.5,210.696,A
N2,202374,link,link 1190,24.76788855968075,91.78306339517044,270.0,210.83100000000002,
N2,202375,bridge,bridge 1180,24.7690868044943,91.7829226220224,7.1,210.966,A
N2,202376,link,link 1191,24.773956832910102,91.7834143347681,1091.0,211.5115,
N2,202377,bridge,bridge 1181,24.7788268613259,91.7839060475138,2.0,212.057,A
N2,202378,link,link 1192,24.78191882399625,91.78452786375689,722.0,212.418,
N2,202379,bridge,bridge 1182,24.7850107866666,91.78514968,2.0,212.779,A
N2,202380,link,link 1193,24.7871548513978,91.7865016496774,564.0,213.06099999999998,
N2,202381,bridge,bridge 1183,24.789298916129,91.7878536193548,2.0,213.343,A
N2,202382,link,link 1194,24.7905474648606,91.78849434365796,325.0,213.50549999999998,
N2,202383,bridge,bridge 1184,24.7917960135922,91.7891350679611,2.0,213.668,A
N2,202384,link,link 1195,24.794077348700853,91.7893450015996,511.0,213.9235,
N2,202385,bridge,bridge 1185,24.7963586838095,91.7895549352381,12.4,214.179,C
N2,202386,link,link 1196,24.80098758055205,91.7901275258316,1046.0,214.702,
N2,202387,bridge,bridge 1186,24.8056164772946,91.7907001164251,2.5,215.225,A
N2,202388,link,link 1197,24.806660922813947,91.79100334154586,261.0,215.3555,
N2,202389,bridge,bridge 1187,24.8077053683333,91.7913065666666,2.5,215.486,A
N2,202390,link,link 1198,24.80975548416665,91.79186143333331,546.0,215.75900000000001,
N2,202391,bridge,bridge 1188,24.8118056,91.7924163,18.6,216.032,A
N2,202392,link,link 1199,24.819279406905352,91.80272502052429,2629.0,217.3465,
N2,202393,bridge,bridge 1189,24.8267532138107,91.8130337410486,2.5,218.661,A
N2,202394,link,link 1200,24.8354620959138,91.81866485550097,1337.0,219.3295,
N2,202395,bridge,bridge 1190,24.8441709780169,91.82429596995335,7.275,219.998,B
N2,202396,link,link 1201,24.85125290321895,91.83132252760822,3209.0,221.6025,
N2,202397,bridge,bridge 1191,24.858334828421,91.8383490852631,3.0,223.207,A
N2,202398,link,link 1202,24.85876816693775,91.83973878172245,305.0,223.3595,
N2,202399,bridge,bridge 1192,24.8592015054545,91.8411284781818,3.0,223.512,A
N2,202400,link,link 1203,24.860042432727248,91.8439029590909,600.0,223.812,
N2,202401,bridge,bridge 1193,24.86088336,91.84667744,40.8,224.112,A
N2,202402,link,link 1204,24.862183770082602,91.84926844479335,593.0,224.4085,
N2,202403,bridge,bridge 1194,24.8634841801652,91.8518594495867,2.0,224.705,A
N2,202404,link,link 1205,24.8657988333029,91.85591606674251,1010.0,225.21,
N2,202405,bridge,bridge 1195,24.8681134864406,91.8599726838983,1.5,225.715,A
N2,202406,link,link 1206,24.86825963660265,91.86064391400795,145.0,225.78750000000002,
N2,202407,bridge,bridge 1196,24.8684057867647,91.8613151441176,1.5,225.86,A
N2,202408,link,link 1207,24.8688348933823,91.86221556885874,217.0,225.9685,
N2,202409,bridge,bridge 1197,24.8692639999999,91.8631159935999,7.0,226.077,B
N2,202410,link,link 1208,24.8716883110948,91.8655046873109,750.0,226.452,
N2,202411,bridge,bridge 1198,24.8741126221897,91.8678933810219,2.0,226.827,B
N2,202412,link,link 1209,24.87566711109485,91.8707767799846,754.0,227.204,
N2,202413,bridge,bridge 1199,24.8772216,91.8736601789473,21.0,227.581,A
N2,202414,link,link 1210,24.878013245454497,91.8754496940191,425.0,227.7935,
N2,202415,bridge,bridge 1200,24.878804890909,91.8772392090909,9.5,228.006,A
N2,202416,link,link 1211,24.8796118517438,91.87780784888506,208.0,228.11,
N2,202417,bridge,bridge 1201,24.8804188125786,91.8783764886792,298.35,228.214,B
N2,202418,link,link 1212,24.88396192471035,91.87943107153254,883.0,228.65550000000002,
N2,202419,bridge,bridge 1202,24.8875050368421,91.8804856543859,9.1,229.097,A
N2,202420,link,link 1213,24.88796448437665,91.88029643922366,111.0,229.1525,
N2,202421,bridge,bridge 1203,24.8884239319112,91.8801072240614,9.1,229.208,A
N2,202422,link,link 1214,24.890648634044297,91.87918143796925,583.0,229.4995,
N2,202423,bridge,bridge 1204,24.8928733361774,91.8782556518771,2.5,229.791,A
N2,202424,link,link 1215,24.89398019291385,91.8791618748896,367.0,229.97449999999998,
N2,202425,bridge,bridge 1205,24.8950870496503,91.8800680979021,4.4,230.158,A
N2,202426,link,link 1216,24.895205204029974,91.8816801418624,212.0,230.264,
N2,202427,bridge,bridge 1206,24.895323358409648,91.8832921858227,2.5,230.37,A
N2,202428,link,link 1217,24.895268054547273,91.88546820660994,555.0,230.6475,
N2,202429,bridge,bridge 1207,24.8952127506849,91.8876442273972,8.5,230.925,A
N2,202430,link,link 1218,24.895554669238976,91.89425381942273,1075.0,231.4625,
N2,202431,bridge,bridge 1208,24.89589658779305,91.90086341144826,4.05,232.0,B
N2,202432,link,link 1219,24.898190227703623,91.90749757125707,1869.0,232.9345,
N2,202433,bridge,bridge 1209,24.9004838676142,91.9141317310659,2.0,233.869,A
N2,202434,link,link 1220,24.90199169653435,91.9166775291693,600.0,234.16899999999998,
N2,202435,bridge,bridge 1210,24.9034995254545,91.9192233272727,6.0,234.469,A
N2,202436,link,link 1221,24.905166412727247,91.92186131363636,654.0,234.796,
N2,202437,bridge,bridge 1211,24.9068333,91.9244993,11.725,235.123,C
N2,202438,link,link 1222,24.9069608204545,91.92747406363634,655.0,235.45049999999998,
N2,202439,bridge,bridge 1212,24.907088340909,91.9304488272727,6.0,235.778,A
N2,202440,link,link 1223,24.9101923448093,91.93361501202341,804.0,236.18,
N2,202441,bridge,bridge 1213,24.9132963487096,91.9367811967741,11.75,236.582,A
N2,202442,link,link 1224,24.914288170846,91.94236136922035,883.0,237.0235,
N2,202443,bridge,bridge 1214,24.9152799929824,91.9479415416666,15.0,237.465,C
N2,202444,link,link 1225,24.91554002162205,91.94770025381754,236.0,237.583,
N2,202445,bridge,bridge 1215,24.9158000502617,91.9474589659685,3.0,237.701,A
N2,202446,link,link 1226,24.91604587513085,91.94850362048425,212.0,237.80700000000002,
N2,202447,bridge,bridge 1216,24.9162917,91.949548275,3.0,237.913,A
N2,202448,link,link 1227,24.91806216764705,91.9541148345588,1014.0,238.42000000000002,
N2,202449,bridge,bridge 1217,24.9198326352941,91.9586813941176,14.4,238.927,A
N2,202450,link,link 1228,24.9205665576171,91.95999019511265,310.0,239.082,
N2,202451,bridge,bridge 1218,24.9213004799401,91.9612989961077,6.0,239.237,A
N2,202452,link,link 1229,24.9254377172871,91.96608265000505,1349.0,239.9115,
N2,202453,bridge,bridge 1219,24.9295749546341,91.9708663039024,12.45,240.586,B
N2,202454,link,link 1230,24.93011528565035,91.9717774446595,215.0,240.6935,
N2,202455,bridge,bridge 1220,24.9306556166666,91.9726885854166,3.0,240.801,A
N2,202456,link,link 1231,24.933687918758448,91.97883728182393,767.0,241.1845,
N2,202457,bridge,bridge 1221,24.936720220850297,91.98498597823125,6.125,241.568,A
N2,202458,link,link 1232,24.936806537814547,91.98463650366622,587.0,241.8615,
N2,202459,bridge,bridge 1222,24.9368928547788,91.9842870291012,6.0,242.155,A
N2,202460,link,link 1233,24.94291251179305,91.99397950766985,2458.0,243.38400000000001,
N2,202461,bridge,bridge 1223,24.9489321688073,92.0036719862385,3.0,244.613,A
N2,202462,link,link 1234,24.95042138986385,92.00553895848586,513.0,244.86950000000002,
N2,202463,bridge,bridge 1224,24.9519106109204,92.0074059307332,9.25,245.126,A
N2,202464,link,link 1235,24.954226868103852,92.00922197398725,640.0,245.446,
N2,202465,bridge,bridge 1225,24.9565431252873,92.0110380172413,3.9,245.766,A
N2,202466,link,link 1236,24.9598801419903,92.01492760925285,1144.0,246.338,
N2,202467,bridge,bridge 1226,24.9632171586933,92.0188172012644,6.5,246.91,A
N2,202468,link,link 1237,24.96385717802835,92.02143107596174,556.0,247.188,
N2,202469,bridge,bridge 1227,24.9644971973634,92.0240449506591,9.0,247.466,A
N2,202470,link,link 1238,24.96912634255315,92.02885230575396,1322.0,248.127,
N2,202471,bridge,bridge 1228,24.9737554877429,92.0336596608488,4.925,248.788,A
N2,202472,link,link 1239,24.9800785883408,92.03685100092878,1316.0,249.44600000000003,
N2,202473,bridge,bridge 1229,24.9864016889387,92.04004234100876,47.75,250.104,A
N2,202474,link,link 1240,24.9939841655645,92.04400557454383,2424.0,251.316,
N2,202475,bridge,bridge 1230,25.0015666421903,92.0479688080789,82.55,252.528,B
N2,202476,link,link 1241,25.007838871095153,92.05462330403945,1948.0,253.502,
N2,202477,bridge,bridge 1231,25.0141111,92.0612778,36.025,254.476,B
N2,202478,link,link 1242,25.0215969,92.06655525,1987.0,255.4695,
N2,202479,bridge,bridge 1232,25.0290827,92.0718327,36.5,256.463,C
N2,202480,link,link 1243,25.0331539525484,92.0775900493374,1496.0,257.211,
N2,202481,bridge,bridge 1233,25.0372252050968,92.0833473986748,55.65,257.959,B
N2,202482,link,link 1244,25.0425067632726,92.08959003903095,1736.0,258.827,
N2,202483,bridge,bridge 1234,25.0477883214484,92.0958326793871,12.4,259.695,A
N2,202484,link,link 1245,25.0503819205144,92.09869942022965,816.0,260.103,
N2,202485,bridge,bridge 1235,25.0529755195804,92.1015661610722,6.1,260.511,A
N2,202486,link,link 1246,25.05399306083915,92.10267287785544,324.0,260.673,
N2,202487,bridge,bridge 1236,25.0550106020979,92.1037795946387,9.1,260.835,A
N2,202488,link,link 1247,25.059065296818176,92.10606822155009,468.0,261.06899999999996,
N2,202489,bridge,bridge 1237,25.06311999153845,92.1083568484615,15.4875,261.303,B
N2,202490,link,link 1248,25.069889143779175,92.1109396462208,2129.0,262.3675,
N2,202491,bridge,bridge 1238,25.0766582960199,92.1135224439801,3.0,263.432,A
N2,202492,link,link 1249,25.079753893997598,92.11448317816286,717.0,263.7905,
N2,202493,bridge,bridge 1239,25.0828494919753,92.1154439123456,21.424999999999997,264.149,A
N2,202494,link,link 1250,25.0873744000302,92.1166546404281,1058.0,264.678,
N2,202495,bridge,bridge 1240,25.0918993080851,92.1178653685106,190.5,265.207,B
N2,202496,link,link 1251,25.09741034957825,92.11814602755885,1222.0,265.818,
N2,202497,bridge,bridge 1241,25.1029213910714,92.1184266866071,26.0,266.429,B
N2,202498,link,link 1252,25.10553735023865,92.1185904138481,580.0,266.719,
N2,202499,bridge,bridge 1242,25.1081533094059,92.1187541410891,3.0,267.009,A
N2,202500,link,link 1253,25.11656215977985,92.11760555854454,1941.0,267.97950000000003,
N2,202501,bridge,bridge 1243,25.1249710101538,92.116456976,87.35,268.95,A
N2,202502,link,link 1254,25.12721158182105,92.11795605843184,698.0,269.299,
N2,202503,bridge,bridge 1244,25.1294521534883,92.1194551408637,26.0,269.648,A
N2,202504,link,link 1255,25.130400023319453,92.1198221788793,241.0,269.7685,
N2,202505,bridge,bridge 1245,25.1313478931506,92.1201892168949,21.9,269.889,A
N2,202506,link,link 1256,25.134678304118403,92.12010733624915,883.0,270.33050000000003,
N2,202507,bridge,bridge 1246,25.1380087150862,92.1200254556034,79.0,270.772,A
N2,202508,link,link 1257,25.139183051389253,92.1199053408786,294.0,270.919,
N2,202509,bridge,bridge 1247,25.1403573876923,92.1197852261538,14.45,271.066,A
N2,202510,link,link 1258,25.14465121313875,92.11647558317335,1434.0,271.783,
N2,202511,bridge,bridge 1248,25.1489450385852,92.1131659401929,63.5,272.5,B
N2,202512,link,link 1259,25.1504273901259,92.11105172009644,483.0,272.7415,
N2,202513,bridge,bridge 1249,25.1519097416666,92.1089375,47.5,272.983,A
N2,202514,link,link 1260,25.1526008661458,92.108339925,209.0,273.0875,
N2,202515,bridge,bridge 1250,25.153291990625,92.10774235,17.0,273.192,A
N2,202516,link,link 1261,25.15384110119485,92.10695680681815,202.0,273.293,
N2,202517,bridge,bridge 1251,25.1543902117647,92.1061712636363,37.05,273.394,C
N2,202518,link,link 1262,25.15648201873945,92.10339794038956,736.0,273.762,
N2,202519,bridge,bridge 1252,25.1585738257142,92.1006246171428,81.0,274.13,A
N2,202520,link,link 1263,25.16128867121575,92.09850226951366,752.0,274.506,
N2,202521,bridge,bridge 1253,25.1640035167173,92.0963799218845,36.6,274.882,B
N2,202522,link,link 1264,25.1707393040745,92.07644569786444,4878.0,277.321,
N2,202523,bridge,bridge 1254,25.1774750914317,92.0565114738444,39.5,279.76,A
N2,202524,link,link 1265,25.17708379459225,92.05568284815814,197.0,279.8585,
N2,202525,bridge,bridge 1255,25.1766924977528,92.0548542224719,24.5,279.957,A
N2,202526,link,link 1266,25.176644876798456,92.04152476158326,1883.0,280.8985,
N2,202527,bridge,bridge 1256,25.17659725584411,92.02819530069462,8.444444444444445,281.84,A
N2,202528,link,link 1267,25.166826427922054,92.0229167503473,4676.0,284.178,
N2,202529,sourcesink,sourcesink,25.1570556,92.0176382,0.0,286.516,
N204,202530,sourcesink,sourcesink,24.1479163,91.3466108,0.0,0.0,
N204,202531,link,link 1269,24.14813381117645,91.34899968647055,546.0,0.273,
N204,202532,bridge,bridge 1257,24.1483513223529,91.3513885729411,4.0,0.546,C
N204,202533,link,link 1270,24.14718936117645,91.35134708647055,260.0,0.676,
N204,202534,bridge,bridge 1258,24.1460274,91.3513056,40.0,0.806,B
N204,202535,link,link 1271,24.1450547728723,91.351239474734,221.0,0.9165,
N204,202536,bridge,bridge 1259,24.1440821457446,91.351173349468,3.85,1.027,C
N204,202537,link,link 1272,24.1420102828299,91.35125014803904,463.0,1.2585,
N204,202538,bridge,bridge 1260,24.1399384199152,91.3513269466101,12.6,1.49,C
N204,202539,link,link 1273,24.1386321471916,91.3514495158582,320.0,1.65,
N204,202540,bridge,bridge 1261,24.137325874468,91.3515720851063,9.5,1.81,B
N204,202541,link,link 1274,24.135168061147,91.3517775882053,495.0,2.0575,
N204,202542,bridge,bridge 1262,24.133010247826,91.3519830913043,3.0,2.305,B
N204,202543,link,link 1275,24.132356059329652,91.35443471023545,590.0,2.6,
N204,202544,bridge,bridge 1263,24.1317018708333,91.3568863291666,1.5,2.895,A
N204,202545,link,link 1276,24.1280122691123,91.38437191295284,5890.0,5.84,
N204,202546,bridge,bridge 1264,24.1243226673913,91.4118574967391,9.5,8.785,B
N204,202547,link,link 1277,24.1263363391191,91.4207740041645,2000.0,9.785,
N204,202548,bridge,bridge 1265,24.1283500108469,91.4296905115899,4.6,10.785,C
N204,202549,link,link 1278,24.1284191465549,91.43053568836375,180.0,10.875,
N204,202550,bridge,bridge 1266,24.1284882822629,91.4313808651376,1.4,10.965,B
N204,202551,link,link 1279,24.1277382147206,91.436865315413,1171.0,11.5505,
N204,202552,bridge,bridge 1267,24.1269881471783,91.4423497656884,24.8,12.136,A
N204,202553,link,link 1280,24.1272001141509,91.44407724520374,400.0,12.335999999999999,
N204,202554,bridge,bridge 1268,24.1274120811235,91.4458047247191,2.8,12.536,A
N204,202555,link,link 1281,24.12737661417285,91.44876887347064,678.0,12.875,
N204,202556,bridge,bridge 1269,24.1273411472222,91.4517330222222,6.0,13.214,A
N204,202557,link,link 1282,24.131697042551977,91.46268318168296,1373.0,13.900500000000001,
N204,202558,bridge,bridge 1270,24.13605293788175,91.47363334114371,12.974999999999998,14.587,A
N204,202559,link,link 1283,24.135407391089625,91.475308291233,1697.0,15.4355,
N204,202560,bridge,bridge 1271,24.1347618442975,91.4769832413223,50.0,16.284,A
N204,202561,link,link 1284,24.136717874203498,91.4786276836748,566.0,16.567,
N204,202562,bridge,bridge 1272,24.1386739041095,91.4802721260273,9.3,16.85,B
N204,202563,link,link 1285,24.14029248650665,91.48156172766684,447.0,17.073500000000003,
N204,202564,bridge,bridge 1273,24.1419110689038,91.4828513293064,39.8,17.297,A
N204,202565,link,link 1286,24.144207955964198,91.48356846243095,560.0,17.576999999999998,
N204,202566,bridge,bridge 1274,24.1465048430246,91.4842855955555,13.5,17.857,D
N204,202567,link,link 1287,24.15909827048345,91.49200722473245,3334.0,19.524,
N204,202568,bridge,bridge 1275,24.1716916979423,91.4997288539094,6.2,21.191,A
N204,202569,link,link 1288,24.17224758299175,91.50056208571755,219.0,21.3005,
N204,202570,bridge,bridge 1276,24.1728034680412,91.5013953175257,39.45,21.41,B
N204,202571,link,link 1289,24.182778965303548,91.5096341516451,3408.0,23.114,
N204,202572,bridge,bridge 1277,24.1927544625659,91.5178729857645,9.24,24.818,A
N204,202573,link,link 1290,24.199249457282953,91.51641642088225,1654.0,25.645000000000003,
N204,202574,bridge,bridge 1278,24.205744452,91.514959856,3.0,26.472,A
N204,202575,link,link 1291,24.211040009573,91.51263793673891,1303.0,27.1235,
N204,202576,bridge,bridge 1279,24.216335567146,91.5103160174778,2.24,27.775,A
N204,202577,link,link 1292,24.21872802790285,91.50940728193476,421.0,27.985500000000002,
N204,202578,bridge,bridge 1280,24.2211204886597,91.5084985463917,3.1,28.196,A
N204,202579,link,link 1293,24.225126636456274,91.50698928405791,772.0,28.582,
N204,202580,bridge,bridge 1281,24.22913278425285,91.50548002172411,13.66,28.968,C
N204,202581,link,link 1294,24.230947899552127,91.50479804997096,642.0,29.289,
N204,202582,bridge,bridge 1282,24.2327630148514,91.5041160782178,1.55,29.61,A
N204,202583,link,link 1295,24.24132939668415,91.4989806129366,2191.0,30.7055,
N204,202584,bridge,bridge 1283,24.2498957785169,91.4938451476554,1.5,31.801,A
N204,202585,link,link 1296,24.25113412771995,91.49255950587894,409.0,32.0055,
N204,202586,bridge,bridge 1284,24.252372476923,91.4912738641025,17.825000000000003,32.21,C
N204,202587,link,link 1297,24.25698363528685,91.48679753522585,1340.0,32.879999999999995,
N204,202588,bridge,bridge 1285,24.2615947936507,91.4823212063492,4.5,33.55,A
N204,202589,link,link 1298,24.264089063492,91.4796328253968,750.0,33.925,
N204,202590,bridge,bridge 1286,24.2665833333333,91.4769444444444,4.3,34.3,A
N204,202591,link,link 1299,24.26698576666665,91.47704132222219,121.0,34.3605,
N204,202592,sourcesink,sourcesink,24.2673882,91.4771382,0.0,34.421,
N207,202593,sourcesink,sourcesink,24.2948608,91.51025,0.0,0.0,
